Formatted Date,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Precip Type,Summary
2006-04-01 15:00:00+00:00,15.550000000000002,15.550000000000002,0.63,11.1573,rain,Mostly Cloudy
2006-04-01 16:00:00+00:00,14.255555555555553,14.255555555555553,0.6900000000000001,8.5169,rain,Mostly Cloudy
2006-04-01 17:00:00+00:00,13.144444444444442,13.144444444444442,0.7000000000000001,7.6314,rain,Mostly Cloudy
2006-04-01 18:00:00+00:00,11.55,11.55,0.77,7.3899,rain,Mostly Cloudy
2006-04-01 19:00:00+00:00,11.183333333333334,11.183333333333334,0.76,4.9266,rain,Mostly Cloudy
2006-04-01 20:00:00+00:00,10.116666666666667,10.116666666666667,0.79,6.6493,rain,Partly Cloudy
2006-04-01 21:00:00+00:00,10.2,10.2,0.77,3.9284,rain,Mostly Cloudy
2006-04-09 22:00:00+00:00,10.42222222222222,10.42222222222222,0.62,16.985500000000002,rain,Partly Cloudy
2006-04-09 23:00:00+00:00,9.911111111111111,7.566666666666666,0.66,17.2109,rain,Partly Cloudy
2006-04-10 00:00:00+00:00,11.183333333333334,11.183333333333334,0.8,10.8192,rain,Mostly Cloudy
2006-04-10 01:00:00+00:00,7.155555555555556,5.044444444444443,0.79,11.0768,rain,Partly Cloudy
2006-04-10 02:00:00+00:00,6.111111111111111,4.816666666666667,0.8200000000000001,6.6493,rain,Partly Cloudy
2006-04-10 03:00:00+00:00,6.788888888888888,4.272222222222221,0.8300000000000001,13.0088,Unknown,Partly Cloudy
2006-04-10 04:00:00+00:00,7.26111111111111,5.155555555555556,0.85,11.1734,rain,Mostly Cloudy
2006-04-10 05:00:00+00:00,7.799999999999999,5.5277777777777795,0.8300000000000001,12.8156,rain,Mostly Cloudy
2006-04-10 06:00:00+00:00,9.872222222222224,7.933333333333334,0.78,13.7494,rain,Mostly Cloudy
2006-04-10 07:00:00+00:00,12.22222222222222,12.22222222222222,0.72,15.6331,rain,Mostly Cloudy
2006-04-10 08:00:00+00:00,15.094444444444449,15.094444444444449,0.61,17.549,rain,Mostly Cloudy
2006-04-10 09:00:00+00:00,17.355555555555558,17.355555555555558,0.52,22.7815,rain,Mostly Cloudy
2006-04-10 10:00:00+00:00,19.00555555555555,19.00555555555555,0.46,23.8924,rain,Mostly Cloudy
2006-04-10 11:00:00+00:00,20.04444444444444,20.04444444444444,0.4,28.3682,rain,Mostly Cloudy
2006-04-10 12:00:00+00:00,21.049999999999997,21.049999999999997,0.4,26.9031,rain,Mostly Cloudy
2006-04-10 13:00:00+00:00,21.18333333333333,21.18333333333333,0.37,25.6956,rain,Mostly Cloudy
2006-04-10 14:00:00+00:00,20.11666666666666,20.11666666666666,0.4,25.3092,rain,Mostly Cloudy
2006-04-10 15:00:00+00:00,20.216666666666665,20.216666666666665,0.36,18.1125,rain,Mostly Cloudy
2006-04-10 16:00:00+00:00,20.0,20.0,0.43,23.4255,Unknown,Mostly Cloudy
2006-04-10 17:00:00+00:00,17.800000000000004,17.800000000000004,0.5,20.0445,rain,Mostly Cloudy
2006-04-10 18:00:00+00:00,16.06111111111111,16.06111111111111,0.53,21.3969,rain,Mostly Cloudy
2006-04-10 19:00:00+00:00,15.02222222222222,15.02222222222222,0.55,21.3808,rain,Mostly Cloudy
2006-04-10 20:00:00+00:00,14.422222222222224,14.422222222222224,0.58,20.0123,rain,Overcast
2006-04-10 21:00:00+00:00,14.255555555555553,14.255555555555553,0.59,16.5025,rain,Overcast
2006-04-10 22:00:00+00:00,13.77222222222222,13.77222222222222,0.6000000000000001,17.0982,rain,Overcast
2006-04-10 23:00:00+00:00,13.283333333333331,13.283333333333331,0.63,14.3612,rain,Overcast
2006-04-11 00:00:00+00:00,8.633333333333333,5.466666666666669,0.87,22.0409,rain,Overcast
2006-04-11 01:00:00+00:00,11.25,11.25,0.8300000000000001,11.3344,rain,Overcast
2006-04-11 02:00:00+00:00,11.183333333333334,11.183333333333334,0.89,11.2056,rain,Overcast
2006-04-11 03:00:00+00:00,10.694444444444445,10.694444444444445,0.9500000000000001,10.4006,rain,Overcast
2006-04-11 04:00:00+00:00,11.11111111111111,11.11111111111111,0.93,12.0106,rain,Mostly Cloudy
2006-04-11 05:00:00+00:00,11.11111111111111,11.11111111111111,0.93,9.2092,rain,Mostly Cloudy
2006-04-11 06:00:00+00:00,12.166666666666666,12.166666666666666,0.8200000000000001,9.9015,rain,Partly Cloudy
2006-04-11 07:00:00+00:00,12.755555555555556,12.755555555555556,0.79,13.8299,rain,Partly Cloudy
2006-04-11 08:00:00+00:00,13.838888888888889,13.838888888888889,0.84,9.0965,Unknown,Partly Cloudy
2006-04-11 09:00:00+00:00,16.183333333333334,16.183333333333334,0.73,0.644,rain,Partly Cloudy
2006-04-11 10:00:00+00:00,17.516666666666666,17.516666666666666,0.67,0.6762,rain,Mostly Cloudy
2006-04-11 11:00:00+00:00,17.383333333333333,17.383333333333333,0.67,3.864,rain,Mostly Cloudy
2006-04-11 12:00:00+00:00,17.36111111111111,17.36111111111111,0.71,7.8246,rain,Mostly Cloudy
2006-04-11 13:00:00+00:00,17.205555555555556,17.205555555555556,0.74,15.5848,rain,Mostly Cloudy
2006-04-11 14:00:00+00:00,15.633333333333333,15.633333333333333,0.81,23.6992,rain,Mostly Cloudy
2006-04-11 15:00:00+00:00,13.577777777777776,13.577777777777776,0.9,20.9622,rain,Overcast
2006-04-11 16:00:00+00:00,10.911111111111111,10.911111111111111,0.86,22.3951,rain,Foggy
2006-04-11 17:00:00+00:00,8.800000000000002,5.294444444444445,0.99,26.5006,rain,Foggy
2006-04-11 18:00:00+00:00,8.961111111111112,5.777777777777777,0.93,23.2162,rain,Overcast
2006-04-11 19:00:00+00:00,8.199999999999998,4.605555555555555,0.96,25.4219,rain,Overcast
2006-04-11 20:00:00+00:00,7.688888888888891,3.722222222222224,0.96,28.1267,rain,Overcast
2006-04-11 21:00:00+00:00,7.766666666666664,4.649999999999999,0.96,19.2878,rain,Overcast
2006-04-11 22:00:00+00:00,8.199999999999998,5.072222222222224,0.96,20.447,Unknown,Foggy
2006-04-11 23:00:00+00:00,8.177777777777777,4.372222222222221,0.93,27.8691,rain,Foggy
2006-04-12 00:00:00+00:00,7.311111111111109,6.1833333333333345,0.8200000000000001,6.7459,rain,Mostly Cloudy
2006-04-12 01:00:00+00:00,7.644444444444442,5.038888888888889,0.93,14.9086,rain,Overcast
2006-04-12 02:00:00+00:00,6.622222222222224,2.616666666666667,0.93,25.0355,rain,Overcast
2006-04-12 03:00:00+00:00,6.683333333333334,3.2222222222222205,0.93,19.8352,rain,Overcast
2006-04-12 04:00:00+00:00,6.0888888888888895,1.6499999999999997,0.93,28.0945,rain,Overcast
2006-04-12 05:00:00+00:00,6.066666666666667,1.633333333333332,0.93,27.9818,rain,Overcast
2006-04-12 06:00:00+00:00,6.144444444444446,1.4944444444444431,0.93,30.8637,rain,Breezy and Mostly Cloudy
2006-04-12 07:00:00+00:00,7.1333333333333355,2.688888888888891,0.8,32.1678,rain,Breezy and Mostly Cloudy
2006-04-12 08:00:00+00:00,7.205555555555555,3.2333333333333334,0.86,26.5328,rain,Overcast
2006-04-12 09:00:00+00:00,7.566666666666666,3.544444444444446,0.84,28.336,rain,Mostly Cloudy
2006-04-12 10:00:00+00:00,8.900000000000002,5.1611111111111105,0.77,29.8333,rain,Mostly Cloudy
2006-04-12 11:00:00+00:00,9.961111111111112,6.644444444444445,0.71,28.4809,rain,Mostly Cloudy
2006-04-12 12:00:00+00:00,9.888888888888888,6.55,0.71,28.5131,rain,Mostly Cloudy
2006-04-12 13:00:00+00:00,11.066666666666668,11.066666666666668,0.71,25.6956,rain,Mostly Cloudy
2006-04-12 14:00:00+00:00,10.116666666666667,10.116666666666667,0.76,25.3414,rain,Overcast
2006-04-12 15:00:00+00:00,11.038888888888888,11.038888888888888,0.66,21.413,rain,Overcast
2006-04-12 16:00:00+00:00,10.65,10.65,0.7000000000000001,17.8549,rain,Overcast
2006-04-12 17:00:00+00:00,10.050000000000002,10.050000000000002,0.7000000000000001,15.1984,rain,Overcast
2006-04-12 18:00:00+00:00,9.9,7.716666666666667,0.66,15.7297,rain,Mostly Cloudy
2006-04-12 19:00:00+00:00,8.794444444444444,6.816666666666668,0.71,12.3648,rain,Overcast
2006-04-12 20:00:00+00:00,7.827777777777779,5.405555555555554,0.72,13.8943,rain,Mostly Cloudy
2006-04-12 21:00:00+00:00,7.855555555555556,6.122222222222224,0.72,9.8049,rain,Overcast
2006-04-12 22:00:00+00:00,7.316666666666667,6.211111111111111,0.75,6.6654,rain,Mostly Cloudy
2006-04-12 23:00:00+00:00,7.244444444444444,6.005555555555556,0.75,7.1162,rain,Overcast
2006-04-13 00:00:00+00:00,5.438888888888888,5.438888888888888,0.88,3.7191,Unknown,Partly Cloudy
2006-04-13 01:00:00+00:00,7.200000000000001,4.549999999999999,0.76,14.4739,rain,Overcast
2006-04-13 02:00:00+00:00,6.688888888888888,3.1611111111111097,0.7000000000000001,20.5275,Unknown,Overcast
2006-04-13 03:00:00+00:00,6.211111111111111,2.694444444444445,0.73,19.3039,rain,Overcast
2006-04-13 04:00:00+00:00,6.111111111111111,2.7999999999999994,0.76,17.4363,rain,Overcast
2006-04-13 05:00:00+00:00,6.111111111111111,2.438888888888889,0.76,20.4148,rain,Overcast
2006-04-13 06:00:00+00:00,6.172222222222222,2.922222222222221,0.76,17.0499,rain,Overcast
2006-04-13 07:00:00+00:00,7.222222222222222,3.8333333333333326,0.71,20.5114,rain,Overcast
2006-04-13 08:00:00+00:00,7.288888888888888,4.2444444444444445,0.73,17.6456,rain,Overcast
2006-04-13 09:00:00+00:00,7.405555555555555,4.816666666666667,0.72,14.4095,rain,Overcast
2006-04-13 10:00:00+00:00,7.96111111111111,6.072222222222222,0.7000000000000001,10.7548,rain,Overcast
2006-04-13 11:00:00+00:00,8.033333333333335,7.583333333333333,0.7000000000000001,4.8622,rain,Overcast
2006-04-13 12:00:00+00:00,9.07777777777778,9.07777777777778,0.65,2.3828,rain,Overcast
2006-04-13 13:00:00+00:00,9.05,9.05,0.62,0.322,rain,Overcast
2006-04-13 14:00:00+00:00,9.05,9.05,0.65,3.2522,rain,Overcast
2006-04-13 15:00:00+00:00,9.183333333333334,9.183333333333334,0.65,3.0107,rain,Overcast
2006-04-13 16:00:00+00:00,9.07222222222222,7.455555555555557,0.7000000000000001,10.465,rain,Overcast
2006-04-13 17:00:00+00:00,7.9833333333333325,6.81111111111111,0.75,7.3416,rain,Overcast
2006-04-13 18:00:00+00:00,8.072222222222223,6.433333333333333,0.75,9.5151,rain,Overcast
2006-04-13 19:00:00+00:00,7.894444444444446,6.127777777777778,0.8200000000000001,9.9981,rain,Overcast
2006-04-13 20:00:00+00:00,7.311111111111109,4.8055555555555545,0.8300000000000001,13.685,rain,Overcast
2006-04-13 21:00:00+00:00,7.33888888888889,5.183333333333333,0.84,11.5437,rain,Mostly Cloudy
2006-04-13 22:00:00+00:00,6.622222222222224,4.111111111111111,0.85,12.719,rain,Mostly Cloudy
2006-04-13 23:00:00+00:00,6.066666666666667,3.411111111111111,0.88,12.8961,rain,Partly Cloudy
2006-04-14 00:00:00+00:00,8.338888888888887,8.338888888888887,0.88,0.6923,rain,Partly Cloudy
2006-04-14 01:00:00+00:00,5.183333333333333,4.111111111111111,0.91,5.5384,rain,Mostly Cloudy
2006-04-14 02:00:00+00:00,3.722222222222224,2.566666666666665,0.9400000000000001,5.2003,rain,Mostly Cloudy
2006-04-14 03:00:00+00:00,4.855555555555557,3.7055555555555566,0.93,5.6189,rain,Mostly Cloudy
2006-04-14 04:00:00+00:00,5.211111111111112,5.211111111111112,0.92,4.7656,rain,Foggy
2006-04-14 05:00:00+00:00,6.255555555555555,4.638888888888889,0.92,7.9212,rain,Overcast
2006-04-14 06:00:00+00:00,7.794444444444445,6.0555555555555545,0.87,9.7566,Unknown,Mostly Cloudy
2006-04-14 07:00:00+00:00,10.050000000000002,10.050000000000002,0.76,9.6922,rain,Mostly Cloudy
2006-04-14 08:00:00+00:00,12.2,12.2,0.66,14.49,rain,Mostly Cloudy
2006-04-14 09:00:00+00:00,12.7,12.7,0.63,20.3343,rain,Mostly Cloudy
2006-04-14 10:00:00+00:00,13.933333333333332,13.933333333333332,0.58,23.5865,rain,Partly Cloudy
2006-04-14 11:00:00+00:00,15.094444444444449,15.094444444444449,0.59,22.2985,rain,Partly Cloudy
2006-04-14 12:00:00+00:00,15.150000000000002,15.150000000000002,0.5,14.7154,rain,Mostly Cloudy
2006-04-14 13:00:00+00:00,16.177777777777777,16.177777777777777,0.44,14.49,rain,Partly Cloudy
2006-04-14 14:00:00+00:00,16.25,16.25,0.55,14.7154,rain,Partly Cloudy
2006-04-14 15:00:00+00:00,16.29444444444444,16.29444444444444,0.5,19.5937,rain,Partly Cloudy
2006-04-14 16:00:00+00:00,16.099999999999998,16.099999999999998,0.56,14.8281,rain,Partly Cloudy
2006-04-14 17:00:00+00:00,12.955555555555556,12.955555555555556,0.68,11.9784,rain,Partly Cloudy
2006-04-14 18:00:00+00:00,13.85,13.85,0.64,11.5598,rain,Mostly Cloudy
2006-04-14 19:00:00+00:00,12.77777777777778,12.77777777777778,0.6900000000000001,14.2485,rain,Mostly Cloudy
2006-04-14 20:00:00+00:00,12.15,12.15,0.72,11.2539,rain,Mostly Cloudy
2006-04-14 21:00:00+00:00,10.677777777777775,10.677777777777775,0.81,5.7799,rain,Mostly Cloudy
2006-04-14 22:00:00+00:00,10.444444444444445,10.444444444444445,0.8300000000000001,2.6404,rain,Mostly Cloudy
2006-04-14 23:00:00+00:00,9.822222222222225,9.466666666666663,0.8,5.313,Unknown,Mostly Cloudy
2006-04-15 00:00:00+00:00,11.02777777777778,11.02777777777778,0.74,11.3827,rain,Mostly Cloudy
2006-04-15 01:00:00+00:00,7.138888888888889,7.138888888888889,0.93,3.6547,rain,Mostly Cloudy
2006-04-15 02:00:00+00:00,7.622222222222222,5.644444444444442,0.89,10.8675,rain,Mostly Cloudy
2006-04-15 03:00:00+00:00,7.627777777777776,6.611111111111111,0.86,6.5205,rain,Mostly Cloudy
2006-04-15 04:00:00+00:00,7.044444444444444,4.855555555555557,0.86,11.3988,rain,Mostly Cloudy
2006-04-15 05:00:00+00:00,8.599999999999998,7.03888888888889,0.84,9.66,rain,Partly Cloudy
2006-04-15 06:00:00+00:00,9.65,7.383333333333332,0.84,15.9551,rain,Partly Cloudy
2006-04-15 07:00:00+00:00,12.105555555555554,12.105555555555554,0.72,13.1698,rain,Partly Cloudy
2006-04-15 08:00:00+00:00,12.77777777777778,12.77777777777778,0.71,13.1698,rain,Partly Cloudy
2006-04-15 09:00:00+00:00,13.81111111111111,13.81111111111111,0.65,9.6761,rain,Partly Cloudy
2006-04-15 10:00:00+00:00,16.016666666666666,16.016666666666666,0.48,11.2378,rain,Partly Cloudy
2006-04-15 11:00:00+00:00,17.127777777777776,17.127777777777776,0.47000000000000003,12.7029,rain,Partly Cloudy
2006-04-15 12:00:00+00:00,17.144444444444446,17.144444444444446,0.43,10.6099,rain,Partly Cloudy
2006-04-15 13:00:00+00:00,17.77777777777778,17.77777777777778,0.4,7.9534,rain,Mostly Cloudy
2006-04-15 14:00:00+00:00,17.77777777777778,17.77777777777778,0.37,2.5921,rain,Mostly Cloudy
2006-04-15 15:00:00+00:00,17.805555555555557,17.805555555555557,0.43,11.0124,rain,Mostly Cloudy
2006-04-15 16:00:00+00:00,16.15555555555555,16.15555555555555,0.52,9.1931,rain,Mostly Cloudy
2006-04-15 17:00:00+00:00,14.05,14.05,0.63,9.1609,rain,Mostly Cloudy
2006-04-15 18:00:00+00:00,13.08888888888889,13.08888888888889,0.67,9.2736,rain,Mostly Cloudy
2006-04-15 19:00:00+00:00,12.288888888888888,12.288888888888888,0.72,9.4507,rain,Mostly Cloudy
2006-04-15 20:00:00+00:00,12.77777777777778,12.77777777777778,0.66,11.0768,rain,Overcast
2006-04-15 21:00:00+00:00,12.727777777777776,12.727777777777776,0.67,13.3791,rain,Overcast
2006-04-15 22:00:00+00:00,12.266666666666666,12.266666666666666,0.6900000000000001,14.1358,Unknown,Overcast
2006-04-15 23:00:00+00:00,11.71111111111111,11.71111111111111,0.71,11.3183,rain,Overcast
2006-04-16 00:00:00+00:00,10.82777777777778,10.82777777777778,0.86,9.177,rain,Partly Cloudy
2006-04-16 01:00:00+00:00,12.2,12.2,0.59,14.168,Unknown,Overcast
2006-04-16 02:00:00+00:00,12.2,12.2,0.6000000000000001,14.2968,rain,Overcast
2006-04-16 03:00:00+00:00,11.688888888888888,11.688888888888888,0.68,13.8299,rain,Overcast
2006-04-16 04:00:00+00:00,11.205555555555556,11.205555555555556,0.77,14.007,rain,Overcast
2006-04-16 05:00:00+00:00,11.133333333333333,11.133333333333333,0.77,15.4882,rain,Mostly Cloudy
2006-04-16 06:00:00+00:00,11.43888888888889,11.43888888888889,0.77,13.8782,rain,Mostly Cloudy
2006-04-16 07:00:00+00:00,13.033333333333337,13.033333333333337,0.81,14.4578,rain,Mostly Cloudy
2006-04-16 08:00:00+00:00,17.244444444444444,17.244444444444444,0.62,25.0194,rain,Mostly Cloudy
2006-04-16 09:00:00+00:00,17.73888888888889,17.73888888888889,0.53,27.37,rain,Mostly Cloudy
2006-04-16 10:00:00+00:00,17.84444444444445,17.84444444444445,0.56,22.218,rain,Overcast
2006-04-16 11:00:00+00:00,18.86111111111111,18.86111111111111,0.56,23.5382,rain,Mostly Cloudy
2006-04-16 12:00:00+00:00,18.666666666666664,18.666666666666664,0.56,19.8996,rain,Overcast
2006-04-16 13:00:00+00:00,17.82222222222222,17.82222222222222,0.56,17.5007,rain,Overcast
2006-04-16 14:00:00+00:00,17.800000000000004,17.800000000000004,0.59,17.6939,rain,Overcast
2006-04-16 15:00:00+00:00,17.349999999999998,17.349999999999998,0.5700000000000001,19.5615,rain,Mostly Cloudy
2006-04-16 16:00:00+00:00,16.06666666666667,16.06666666666667,0.67,21.8155,rain,Mostly Cloudy
2006-04-16 17:00:00+00:00,14.933333333333334,14.933333333333334,0.73,17.2753,rain,Mostly Cloudy
2006-04-16 18:00:00+00:00,13.922222222222224,13.922222222222224,0.78,11.7691,rain,Mostly Cloudy
2006-04-16 19:00:00+00:00,12.755555555555556,12.755555555555556,0.84,11.0446,rain,Mostly Cloudy
2006-04-16 20:00:00+00:00,12.755555555555556,12.755555555555556,0.84,11.0607,rain,Mostly Cloudy
2006-04-16 21:00:00+00:00,12.372222222222224,12.372222222222224,0.86,7.2933,rain,Mostly Cloudy
2006-04-16 22:00:00+00:00,11.183333333333334,11.183333333333334,0.93,6.923,rain,Mostly Cloudy
2006-04-16 23:00:00+00:00,11.666666666666666,11.666666666666666,0.9,11.1734,rain,Mostly Cloudy
2006-04-17 00:00:00+00:00,8.977777777777776,7.366666666666664,0.9500000000000001,10.3201,rain,Partly Cloudy
2006-04-17 01:00:00+00:00,10.577777777777776,10.577777777777776,0.93,11.1734,rain,Mostly Cloudy
2006-04-17 02:00:00+00:00,10.533333333333337,10.533333333333337,0.89,14.007,rain,Mostly Cloudy
2006-04-17 03:00:00+00:00,10.58888888888889,10.58888888888889,0.87,7.2933,rain,Mostly Cloudy
2006-04-17 04:00:00+00:00,9.983333333333333,9.283333333333337,0.89,6.7298,rain,Mostly Cloudy
2006-04-17 05:00:00+00:00,11.022222222222224,11.022222222222224,0.86,7.889,rain,Mostly Cloudy
2006-04-17 06:00:00+00:00,13.538888888888888,13.538888888888888,0.75,11.8657,rain,Partly Cloudy
2006-04-17 07:00:00+00:00,13.88888888888889,13.88888888888889,0.68,20.0123,rain,Partly Cloudy
2006-04-17 08:00:00+00:00,15.0,15.0,0.67,17.5812,rain,Partly Cloudy
2006-04-17 09:00:00+00:00,17.183333333333334,17.183333333333334,0.5700000000000001,15.9551,rain,Partly Cloudy
2006-04-17 10:00:00+00:00,16.2,16.2,0.62,16.3093,rain,Mostly Cloudy
2006-04-17 11:00:00+00:00,17.75,17.75,0.56,17.7744,Unknown,Mostly Cloudy
2006-04-17 12:00:00+00:00,18.40555555555555,18.40555555555555,0.54,19.0785,rain,Mostly Cloudy
2006-04-17 13:00:00+00:00,17.82222222222222,17.82222222222222,0.59,17.5973,rain,Partly Cloudy
2006-04-17 14:00:00+00:00,17.31111111111111,17.31111111111111,0.5700000000000001,20.3343,Unknown,Partly Cloudy
2006-04-17 15:00:00+00:00,17.505555555555553,17.505555555555553,0.55,13.7172,rain,Partly Cloudy
2006-04-17 16:00:00+00:00,17.266666666666666,17.266666666666666,0.54,14.3773,rain,Mostly Cloudy
2006-04-17 17:00:00+00:00,15.13888888888889,15.13888888888889,0.61,10.8997,rain,Mostly Cloudy
2006-04-17 18:00:00+00:00,13.25,13.25,0.6900000000000001,4.7173,rain,Mostly Cloudy
2006-04-17 19:00:00+00:00,12.294444444444444,12.294444444444444,0.72,4.669,rain,Partly Cloudy
2006-04-17 20:00:00+00:00,10.699999999999998,10.699999999999998,0.79,3.5742,rain,Partly Cloudy
2006-04-17 21:00:00+00:00,9.855555555555558,9.38888888888889,0.85,5.7477,rain,Partly Cloudy
2006-04-17 22:00:00+00:00,9.522222222222222,7.861111111111111,0.88,11.27,rain,Partly Cloudy
2006-04-17 23:00:00+00:00,8.405555555555557,8.405555555555557,0.92,3.1234,rain,Partly Cloudy
2006-04-18 00:00:00+00:00,13.011111111111113,13.011111111111113,0.8200000000000001,9.6278,rain,Mostly Cloudy
2006-04-18 01:00:00+00:00,7.733333333333334,7.733333333333334,0.96,3.4293,rain,Partly Cloudy
2006-04-18 02:00:00+00:00,6.1388888888888875,6.1388888888888875,0.96,3.3488,rain,Partly Cloudy
2006-04-18 03:00:00+00:00,6.472222222222221,6.472222222222221,0.9500000000000001,2.9946,rain,Partly Cloudy
2006-04-18 04:00:00+00:00,6.627777777777777,6.627777777777777,0.96,3.3005,rain,Foggy
2006-04-18 05:00:00+00:00,8.68888888888889,8.68888888888889,0.93,1.4329,rain,Clear
2006-04-18 06:00:00+00:00,11.994444444444447,11.994444444444447,0.81,2.415,rain,Partly Cloudy
2006-04-18 07:00:00+00:00,13.766666666666667,13.766666666666667,0.78,4.1538,rain,Partly Cloudy
2006-04-18 08:00:00+00:00,15.088888888888889,15.088888888888889,0.77,7.3738,rain,Partly Cloudy
2006-04-18 09:00:00+00:00,16.455555555555556,16.455555555555556,0.68,7.8085,rain,Partly Cloudy
2006-04-18 10:00:00+00:00,17.31111111111111,17.31111111111111,0.62,7.3738,rain,Partly Cloudy
2006-04-18 11:00:00+00:00,17.872222222222224,17.872222222222224,0.64,8.372,rain,Partly Cloudy
2006-04-18 12:00:00+00:00,19.038888888888884,19.038888888888884,0.47000000000000003,7.0679,rain,Partly Cloudy
2006-04-18 13:00:00+00:00,18.977777777777774,18.977777777777774,0.51,10.8675,rain,Partly Cloudy
2006-04-18 14:00:00+00:00,19.00555555555555,19.00555555555555,0.55,4.8139,rain,Partly Cloudy
2006-04-18 15:00:00+00:00,19.01111111111111,19.01111111111111,0.53,4.7978,rain,Mostly Cloudy
2006-04-18 16:00:00+00:00,17.866666666666664,17.866666666666664,0.64,10.9319,rain,Mostly Cloudy
2006-04-18 17:00:00+00:00,17.266666666666666,17.266666666666666,0.62,10.8514,rain,Mostly Cloudy
2006-04-18 18:00:00+00:00,16.188888888888886,16.188888888888886,0.61,5.0876,rain,Mostly Cloudy
2006-04-18 19:00:00+00:00,14.883333333333333,14.883333333333333,0.72,9.177,Unknown,Mostly Cloudy
2006-04-18 20:00:00+00:00,14.327777777777776,14.327777777777776,0.75,10.9319,rain,Mostly Cloudy
2006-04-18 21:00:00+00:00,14.511111111111113,14.511111111111113,0.75,6.3756,rain,Overcast
2006-04-18 22:00:00+00:00,14.372222222222222,14.372222222222222,0.75,6.5366,rain,Overcast
2006-04-18 23:00:00+00:00,14.877777777777778,14.877777777777778,0.72,14.2163,rain,Overcast
2006-04-19 00:00:00+00:00,10.405555555555551,10.405555555555551,0.92,3.6064,rain,Foggy
2006-04-19 01:00:00+00:00,12.82222222222222,12.82222222222222,0.8300000000000001,8.4364,rain,Overcast
2006-04-19 02:00:00+00:00,12.8,12.8,0.85,14.4256,Unknown,Overcast
2006-04-19 03:00:00+00:00,12.82777777777778,12.82777777777778,0.86,13.8943,rain,Overcast
2006-04-19 04:00:00+00:00,12.266666666666666,12.266666666666666,0.85,15.778,rain,Overcast
2006-04-19 05:00:00+00:00,12.266666666666666,12.266666666666666,0.85,15.5848,rain,Overcast
2006-04-19 06:00:00+00:00,12.183333333333334,12.183333333333334,0.8200000000000001,12.3809,rain,Mostly Cloudy
2006-04-19 07:00:00+00:00,12.17222222222222,12.17222222222222,0.8,20.3826,rain,Overcast
2006-04-19 08:00:00+00:00,12.711111111111112,12.711111111111112,0.8300000000000001,22.0892,rain,Overcast
2006-04-19 09:00:00+00:00,15.605555555555558,15.605555555555558,0.78,22.3468,rain,Mostly Cloudy
2006-04-19 10:00:00+00:00,16.022222222222226,16.022222222222226,0.78,18.0642,rain,Mostly Cloudy
2006-04-19 11:00:00+00:00,17.200000000000003,17.200000000000003,0.67,17.6456,rain,Mostly Cloudy
2006-04-19 12:00:00+00:00,17.21666666666667,17.21666666666667,0.71,14.0875,rain,Overcast
2006-04-19 13:00:00+00:00,17.82777777777778,17.82777777777778,0.6900000000000001,13.4113,rain,Mostly Cloudy
2006-04-19 14:00:00+00:00,17.82777777777778,17.82777777777778,0.6900000000000001,14.6188,rain,Mostly Cloudy
2006-04-19 15:00:00+00:00,17.733333333333334,17.733333333333334,0.6900000000000001,9.2414,rain,Partly Cloudy
2006-04-19 16:00:00+00:00,16.272222222222222,16.272222222222222,0.71,23.0713,rain,Mostly Cloudy
