Formatted Date,Temperature (C),Apparent Temperature (C)
2006-04-18 02:00:00.000 +0200,13.011111111111113,13.011111111111113
2006-04-18 03:00:00.000 +0200,7.733333333333334,7.733333333333334
2006-04-18 04:00:00.000 +0200,6.1388888888888875,6.1388888888888875
2006-04-18 05:00:00.000 +0200,6.472222222222221,6.472222222222221
2006-04-18 06:00:00.000 +0200,6.627777777777777,6.627777777777777
2006-04-18 07:00:00.000 +0200,8.68888888888889,8.68888888888889
2006-04-18 08:00:00.000 +0200,11.994444444444447,11.994444444444447
2006-04-18 09:00:00.000 +0200,13.766666666666667,13.766666666666667
2006-04-18 10:00:00.000 +0200,15.088888888888889,15.088888888888889
2006-04-18 11:00:00.000 +0200,16.455555555555556,16.455555555555556
2006-04-18 12:00:00.000 +0200,17.31111111111111,17.31111111111111
2006-04-18 13:00:00.000 +0200,17.872222222222224,17.872222222222224
2006-04-18 14:00:00.000 +0200,19.038888888888884,19.038888888888884
2006-04-18 15:00:00.000 +0200,18.977777777777774,18.977777777777774
2006-04-18 16:00:00.000 +0200,19.00555555555555,19.00555555555555
2006-04-18 17:00:00.000 +0200,19.01111111111111,19.01111111111111
2006-04-18 18:00:00.000 +0200,17.866666666666664,17.866666666666664
2006-04-18 19:00:00.000 +0200,17.266666666666666,17.266666666666666
2006-04-18 20:00:00.000 +0200,16.188888888888886,16.188888888888886
2006-04-18 21:00:00.000 +0200,14.883333333333333,14.883333333333333
2006-04-18 22:00:00.000 +0200,14.327777777777776,14.327777777777776
2006-04-18 23:00:00.000 +0200,14.511111111111113,14.511111111111113
2006-04-19 00:00:00.000 +0200,14.372222222222222,14.372222222222222
2006-04-19 01:00:00.000 +0200,14.877777777777778,14.877777777777778
2006-04-19 02:00:00.000 +0200,10.405555555555551,10.405555555555551
2006-04-19 03:00:00.000 +0200,12.82222222222222,12.82222222222222
2006-04-19 04:00:00.000 +0200,12.8,12.8
2006-04-19 05:00:00.000 +0200,12.82777777777778,12.82777777777778
2006-04-19 06:00:00.000 +0200,12.266666666666666,12.266666666666666
2006-04-19 07:00:00.000 +0200,12.266666666666666,12.266666666666666
2006-04-19 08:00:00.000 +0200,12.183333333333334,12.183333333333334
2006-04-19 09:00:00.000 +0200,12.17222222222222,12.17222222222222
2006-04-19 10:00:00.000 +0200,12.711111111111112,12.711111111111112
2006-04-19 11:00:00.000 +0200,15.605555555555558,15.605555555555558
2006-04-19 12:00:00.000 +0200,16.022222222222226,16.022222222222226
2006-04-19 13:00:00.000 +0200,17.200000000000003,17.200000000000003
2006-04-19 14:00:00.000 +0200,17.21666666666667,17.21666666666667
2006-04-19 15:00:00.000 +0200,17.82777777777778,17.82777777777778
2006-04-19 16:00:00.000 +0200,17.82777777777778,17.82777777777778
2006-04-19 17:00:00.000 +0200,17.733333333333334,17.733333333333334
2006-04-19 18:00:00.000 +0200,16.272222222222222,16.272222222222222
2006-04-19 19:00:00.000 +0200,13.166666666666668,13.166666666666668
2006-04-19 20:00:00.000 +0200,13.255555555555556,13.255555555555556
2006-04-19 21:00:00.000 +0200,13.011111111111113,13.011111111111113
2006-04-19 22:00:00.000 +0200,12.455555555555556,12.455555555555556
2006-04-19 23:00:00.000 +0200,12.488888888888887,12.488888888888887
2006-04-02 00:00:00.000 +0200,9.555555555555555,8.850000000000001
2006-04-02 01:00:00.000 +0200,10.622222222222222,10.622222222222222
2006-04-02 02:00:00.000 +0200,8.722222222222223,8.722222222222223
2006-04-02 03:00:00.000 +0200,10.533333333333337,10.533333333333337
2006-04-02 04:00:00.000 +0200,9.444444444444445,8.705555555555556
2006-04-02 05:00:00.000 +0200,9.888888888888888,9.327777777777776
2006-04-02 06:00:00.000 +0200,10.366666666666664,10.366666666666664
2006-04-02 07:00:00.000 +0200,8.88888888888889,7.233333333333336
2006-04-02 08:00:00.000 +0200,9.97777777777778,8.994444444444444
2006-04-02 09:00:00.000 +0200,12.2,12.2
2006-04-02 10:00:00.000 +0200,13.961111111111112,13.961111111111112
2006-04-02 11:00:00.000 +0200,14.944444444444445,14.944444444444445
2006-04-02 12:00:00.000 +0200,16.183333333333334,16.183333333333334
2006-04-02 13:00:00.000 +0200,16.366666666666667,16.366666666666667
2006-04-02 14:00:00.000 +0200,17.372222222222224,17.372222222222224
2006-04-02 15:00:00.000 +0200,17.672222222222224,17.672222222222224
2006-04-02 16:00:00.000 +0200,17.72222222222222,17.72222222222222
2006-04-02 17:00:00.000 +0200,16.238888888888887,16.238888888888887
2006-04-02 18:00:00.000 +0200,14.066666666666666,14.066666666666666
2006-04-02 19:00:00.000 +0200,13.955555555555556,13.955555555555556
2006-04-02 20:00:00.000 +0200,12.288888888888888,12.288888888888888
2006-04-02 21:00:00.000 +0200,10.02222222222222,10.02222222222222
2006-04-02 22:00:00.000 +0200,9.377777777777778,8.649999999999999
2006-04-02 23:00:00.000 +0200,9.416666666666668,9.416666666666668
2006-04-20 00:00:00.000 +0200,11.827777777777776,11.827777777777776
2006-04-20 01:00:00.000 +0200,10.761111111111113,10.761111111111113
2006-04-20 02:00:00.000 +0200,12.155555555555557,12.155555555555557
2006-04-20 03:00:00.000 +0200,9.67222222222222,9.188888888888888
2006-04-20 04:00:00.000 +0200,8.15,7.1499999999999995
2006-04-20 05:00:00.000 +0200,10.2,10.2
2006-04-20 06:00:00.000 +0200,10.116666666666667,10.116666666666667
2006-04-20 07:00:00.000 +0200,10.16111111111111,10.16111111111111
2006-04-20 08:00:00.000 +0200,11.244444444444447,11.244444444444447
2006-04-20 09:00:00.000 +0200,12.244444444444444,12.244444444444444
2006-04-20 10:00:00.000 +0200,13.91111111111111,13.91111111111111
2006-04-20 11:00:00.000 +0200,15.616666666666667,15.616666666666667
2006-04-20 12:00:00.000 +0200,15.072222222222225,15.072222222222225
2006-04-20 13:00:00.000 +0200,15.072222222222225,15.072222222222225
2006-04-20 14:00:00.000 +0200,14.266666666666667,14.266666666666667
2006-04-20 15:00:00.000 +0200,16.016666666666666,16.016666666666666
2006-04-20 16:00:00.000 +0200,15.02777777777778,15.02777777777778
2006-04-20 17:00:00.000 +0200,13.944444444444445,13.944444444444445
2006-04-20 18:00:00.000 +0200,12.916666666666666,12.916666666666666
2006-04-20 19:00:00.000 +0200,12.894444444444446,12.894444444444446
2006-04-20 20:00:00.000 +0200,12.4,12.4
2006-04-20 21:00:00.000 +0200,12.266666666666666,12.266666666666666
2006-04-20 22:00:00.000 +0200,12.22222222222222,12.22222222222222
2006-04-20 23:00:00.000 +0200,11.25,11.25
2006-04-21 00:00:00.000 +0200,11.52777777777778,11.52777777777778
2006-04-21 01:00:00.000 +0200,11.538888888888891,11.538888888888891
2006-04-21 02:00:00.000 +0200,9.43888888888889,8.850000000000001
2006-04-21 03:00:00.000 +0200,11.43888888888889,11.43888888888889
2006-04-21 04:00:00.000 +0200,11.394444444444442,11.394444444444442
2006-04-21 05:00:00.000 +0200,11.52777777777778,11.52777777777778
2006-04-21 06:00:00.000 +0200,11.949999999999998,11.949999999999998
2006-04-21 07:00:00.000 +0200,11.97222222222222,11.97222222222222
2006-04-21 08:00:00.000 +0200,12.633333333333336,12.633333333333336
2006-04-21 09:00:00.000 +0200,12.755555555555556,12.755555555555556
2006-04-21 10:00:00.000 +0200,13.844444444444443,13.844444444444443
2006-04-21 11:00:00.000 +0200,13.172222222222224,13.172222222222224
2006-04-21 12:00:00.000 +0200,15.066666666666666,15.066666666666666
2006-04-21 13:00:00.000 +0200,17.244444444444444,17.244444444444444
2006-04-21 14:00:00.000 +0200,16.316666666666666,16.316666666666666
2006-04-21 15:00:00.000 +0200,17.383333333333333,17.383333333333333
2006-04-21 16:00:00.000 +0200,15.272222222222224,15.272222222222224
2006-04-21 17:00:00.000 +0200,17.45555555555556,17.45555555555556
2006-04-21 18:00:00.000 +0200,16.22222222222222,16.22222222222222
2006-04-21 19:00:00.000 +0200,15.083333333333334,15.083333333333334
2006-04-21 20:00:00.000 +0200,13.994444444444444,13.994444444444444
2006-04-21 21:00:00.000 +0200,12.17222222222222,12.17222222222222
2006-04-21 22:00:00.000 +0200,11.08888888888889,11.08888888888889
2006-04-21 23:00:00.000 +0200,11.094444444444443,11.094444444444443
2006-04-22 00:00:00.000 +0200,9.883333333333333,9.883333333333333
2006-04-22 01:00:00.000 +0200,9.355555555555558,8.633333333333333
2006-04-22 02:00:00.000 +0200,9.86111111111111,9.86111111111111
2006-04-22 03:00:00.000 +0200,8.272222222222222,8.272222222222222
2006-04-22 04:00:00.000 +0200,8.866666666666667,8.866666666666667
2006-04-22 05:00:00.000 +0200,8.816666666666666,8.816666666666666
2006-04-22 06:00:00.000 +0200,7.155555555555556,7.155555555555556
2006-04-22 07:00:00.000 +0200,8.850000000000001,8.850000000000001
2006-04-22 08:00:00.000 +0200,11.177777777777775,11.177777777777775
2006-04-22 09:00:00.000 +0200,12.388888888888888,12.388888888888888
2006-04-22 10:00:00.000 +0200,14.144444444444446,14.144444444444446
2006-04-22 11:00:00.000 +0200,17.1,17.1
2006-04-22 12:00:00.000 +0200,18.93888888888889,18.93888888888889
2006-04-22 13:00:00.000 +0200,17.916666666666668,17.916666666666668
2006-04-22 14:00:00.000 +0200,19.983333333333334,19.983333333333334
2006-04-22 15:00:00.000 +0200,20.07222222222222,20.07222222222222
2006-04-22 16:00:00.000 +0200,20.07222222222222,20.07222222222222
2006-04-22 17:00:00.000 +0200,20.083333333333336,20.083333333333336
2006-04-22 18:00:00.000 +0200,19.08888888888889,19.08888888888889
2006-04-22 19:00:00.000 +0200,17.45,17.45
2006-04-22 20:00:00.000 +0200,15.56666666666667,15.56666666666667
2006-04-22 21:00:00.000 +0200,12.494444444444447,12.494444444444447
2006-04-22 22:00:00.000 +0200,12.244444444444444,12.244444444444444
2006-04-22 23:00:00.000 +0200,11.416666666666664,11.416666666666664
2006-04-23 00:00:00.000 +0200,10.555555555555555,10.555555555555555
2006-04-23 01:00:00.000 +0200,10.466666666666669,10.466666666666669
2006-04-23 02:00:00.000 +0200,10.250000000000002,10.250000000000002
2006-04-23 03:00:00.000 +0200,9.355555555555558,9.355555555555558
2006-04-23 04:00:00.000 +0200,8.311111111111112,8.311111111111112
2006-04-23 05:00:00.000 +0200,8.81111111111111,8.81111111111111
2006-04-23 06:00:00.000 +0200,8.733333333333333,7.933333333333334
2006-04-23 07:00:00.000 +0200,11.93333333333333,11.93333333333333
2006-04-23 08:00:00.000 +0200,14.516666666666667,14.516666666666667
2006-04-23 09:00:00.000 +0200,18.733333333333334,18.733333333333334
2006-04-23 10:00:00.000 +0200,20.02777777777778,20.02777777777778
2006-04-23 11:00:00.000 +0200,21.03888888888889,21.03888888888889
2006-04-23 12:00:00.000 +0200,20.738888888888887,20.738888888888887
2006-04-23 13:00:00.000 +0200,22.31666666666667,22.31666666666667
2006-04-23 14:00:00.000 +0200,22.11111111111111,22.11111111111111
2006-04-23 15:00:00.000 +0200,22.733333333333334,22.733333333333334
2006-04-23 16:00:00.000 +0200,22.77777777777778,22.77777777777778
2006-04-23 17:00:00.000 +0200,21.216666666666665,21.216666666666665
2006-04-23 18:00:00.000 +0200,20.18333333333333,20.18333333333333
2006-04-23 19:00:00.000 +0200,18.011111111111113,18.011111111111113
2006-04-23 20:00:00.000 +0200,17.422222222222224,17.422222222222224
2006-04-23 21:00:00.000 +0200,13.961111111111112,13.961111111111112
2006-04-23 22:00:00.000 +0200,13.28888888888889,13.28888888888889
2006-04-23 23:00:00.000 +0200,12.322222222222225,12.322222222222225
2006-04-24 00:00:00.000 +0200,11.116666666666664,11.116666666666664
2006-04-24 01:00:00.000 +0200,10.533333333333337,10.533333333333337
2006-04-24 02:00:00.000 +0200,12.383333333333333,12.383333333333333
2006-04-24 03:00:00.000 +0200,9.86111111111111,9.86111111111111
2006-04-24 04:00:00.000 +0200,8.872222222222222,8.872222222222222
2006-04-24 05:00:00.000 +0200,8.672222222222222,8.672222222222222
2006-04-24 06:00:00.000 +0200,7.688888888888891,7.688888888888891
2006-04-24 07:00:00.000 +0200,10.911111111111111,10.911111111111111
2006-04-24 08:00:00.000 +0200,14.83888888888889,14.83888888888889
2006-04-24 09:00:00.000 +0200,18.8,18.8
2006-04-24 10:00:00.000 +0200,21.094444444444445,21.094444444444445
2006-04-24 11:00:00.000 +0200,22.027777777777786,22.027777777777786
2006-04-24 12:00:00.000 +0200,22.82777777777778,22.82777777777778
2006-04-24 13:00:00.000 +0200,22.916666666666668,22.916666666666668
2006-04-24 14:00:00.000 +0200,23.916666666666668,23.916666666666668
2006-04-24 15:00:00.000 +0200,23.911111111111115,23.911111111111115
2006-04-24 16:00:00.000 +0200,23.93333333333333,23.93333333333333
2006-04-24 17:00:00.000 +0200,23.916666666666668,23.916666666666668
2006-04-24 18:00:00.000 +0200,22.82222222222222,22.82222222222222
2006-04-24 19:00:00.000 +0200,21.227777777777774,21.227777777777774
